Taxon,Group,Plot,NumberOfSpecies,Abundance,TotalNumberOfSpecies
BeesAndWasps,consumer1,T1_4,3,3,140
BeesAndWasps,consumer1,T1_40,6,7,140
BeesAndWasps,consumer1,T1_42,1,1,140
BeesAndWasps,consumer1,T1_49,6,16,140
BeesAndWasps,consumer1,T1_5,1,1,140
BeesAndWasps,consumer1,T1_50,6,10,140
BeesAndWasps,consumer1,T1_51,8,42,140
BeesAndWasps,consumer1,T1_52,7,34,140
BeesAndWasps,consumer1,T1_53,2,4,140
BeesAndWasps,consumer1,T1_54,8,19,140
BeesAndWasps,consumer1,T1_55,11,27,140
BeesAndWasps,consumer1,T1_56,9,45,140
BeesAndWasps,consumer1,T1_57,1,1,140
BeesAndWasps,consumer1,T1_58,7,17,140
BeesAndWasps,consumer1,T1_59,4,8,140
BeesAndWasps,consumer1,T1_60,6,20,140
BeesAndWasps,consumer1,T1_61,16,73,140
BeesAndWasps,consumer1,T1_62,10,25,140
BeesAndWasps,consumer1,T1_63,9,30,140
BeesAndWasps,consumer1,T1_64,9,26,140
BeesAndWasps,consumer1,T1_65,17,38,140
BeesAndWasps,consumer1,T1_66,21,73,140
BeesAndWasps,consumer1,T1_8,4,50,140
BeesAndWasps,consumer1,T1_9,11,62,140
BeesAndWasps,consumer1,T2_2,1,1,140
BeesAndWasps,consumer1,T2_23,3,4,140
BeesAndWasps,consumer1,T2_25,2,5,140
BeesAndWasps,consumer1,T2_27,5,7,140
BeesAndWasps,consumer1,T2_3,2,3,140
BeesAndWasps,consumer1,T2_34,0,0,140
BeesAndWasps,consumer1,T2_35,1,1,140
BeesAndWasps,consumer1,T2_36,5,6,140
BeesAndWasps,consumer1,T2_37,0,0,140
BeesAndWasps,consumer1,T2_38,0,0,140
BeesAndWasps,consumer1,T2_39,1,1,140
BeesAndWasps,consumer1,T2_4,2,2,140
BeesAndWasps,consumer1,T2_40,0,0,140
BeesAndWasps,consumer1,T2_41,2,2,140
BeesAndWasps,consumer1,T2_42,2,4,140
BeesAndWasps,consumer1,T2_44,2,2,140
BeesAndWasps,consumer1,T2_45,3,3,140
BeesAndWasps,consumer1,T2_46,0,0,140
BeesAndWasps,consumer1,T2_47,2,2,140
BeesAndWasps,consumer1,T2_48,2,2,140
BeesAndWasps,consumer1,T2_49,1,1,140
BeesAndWasps,consumer1,T2_50,0,0,140
BeesAndWasps,consumer1,T2_51,5,5,140
BeesAndWasps,consumer1,T2_52,4,8,140
BeesAndWasps,consumer1,T2_53,4,5,140
BeesAndWasps,consumer1,T2_54,7,13,140
BeesAndWasps,consumer1,T2_55,4,9,140
BeesAndWasps,consumer1,T2_56,9,22,140
BeesAndWasps,consumer1,T2_58,6,40,140
BeesAndWasps,consumer1,T2_59,11,37,140
BeesAndWasps,consumer1,T2_60,5,19,140
BeesAndWasps,consumer1,T2_65,3,3,140
BeesAndWasps,consumer1,T2_66,4,7,140
BeesAndWasps,consumer1,T2_67,2,3,140
BeesAndWasps,consumer1,T2_68,0,0,140
BeesAndWasps,consumer1,T2_69,9,26,140
BeesAndWasps,consumer1,T2_70,9,37,140
BeesAndWasps,consumer1,T2_71,12,50,140
BeesAndWasps,consumer1,T2_73,14,39,140
BeesAndWasps,consumer1,T2_74,17,51,140
BeesAndWasps,consumer1,T2_75,9,31,140
BeesAndWasps,consumer1,T2_78,14,54,140
BeesAndWasps,consumer1,T2_79,12,28,140
BeesAndWasps,consumer1,T2_81,10,28,140
BeesAndWasps,consumer1,T2_9,0,0,140
BeesAndWasps,consumer1,T3_1,4,9,140
BeesAndWasps,consumer1,T3_10,0,0,140
BeesAndWasps,consumer1,T3_12,0,0,140
BeesAndWasps,consumer1,T3_16,0,0,140
BeesAndWasps,consumer1,T3_17,0,0,140
BeesAndWasps,consumer1,T3_20,1,1,140
BeesAndWasps,consumer1,T3_22,0,0,140
BeesAndWasps,consumer1,T3_23,0,0,140
BeesAndWasps,consumer1,T3_24,2,2,140
BeesAndWasps,consumer1,T3_25,0,0,140
BeesAndWasps,consumer1,T3_26,0,0,140
BeesAndWasps,consumer1,T3_27,2,3,140
BeesAndWasps,consumer1,T3_28,1,1,140
BeesAndWasps,consumer1,T3_29,0,0,140
BeesAndWasps,consumer1,T3_3,0,0,140
BeesAndWasps,consumer1,T3_30,6,7,140
BeesAndWasps,consumer1,T3_31,3,4,140
BeesAndWasps,consumer1,T3_32,1,4,140
BeesAndWasps,consumer1,T3_33,5,14,140
BeesAndWasps,consumer1,T3_36,0,0,140
BeesAndWasps,consumer1,T3_37,1,1,140
BeesAndWasps,consumer1,T3_38,1,1,140
BeesAndWasps,consumer1,T3_39,0,0,140
BeesAndWasps,consumer1,T3_4,0,0,140
BeesAndWasps,consumer1,T3_40,0,0,140
BeesAndWasps,consumer1,T3_42,0,0,140
BeesAndWasps,consumer1,T3_45,0,0,140
BeesAndWasps,consumer1,T3_46,1,1,140
BeesAndWasps,consumer1,T3_47,4,5,140
BeesAndWasps,consumer1,T3_48,0,0,140
BeesAndWasps,consumer1,T3_49,1,1,140
BeesAndWasps,consumer1,T3_5,12,17,140
BeesAndWasps,consumer1,T3_50,15,40,140
BeesAndWasps,consumer1,T3_51,12,37,140
BeesAndWasps,consumer1,T3_52,10,16,140
BeesAndWasps,consumer1,T3_53,5,13,140
BeesAndWasps,consumer1,T3_54,7,13,140
BeesAndWasps,consumer1,T3_55,7,11,140
BeesAndWasps,consumer1,T3_56,10,29,140
BeesAndWasps,consumer1,T3_57,10,14,140
BeesAndWasps,consumer1,T3_6,2,4,140
BeesAndWasps,consumer1,T3_9,1,1,140
BeesAndWasps,consumer1,T4_10,3,3,140
BeesAndWasps,consumer1,T4_14,0,0,140
BeesAndWasps,consumer1,T4_20,0,0,140
BeesAndWasps,consumer1,T4_21,0,0,140
BeesAndWasps,consumer1,T4_22,2,2,140
BeesAndWasps,consumer1,T4_23,0,0,140
BeesAndWasps,consumer1,T4_24,0,0,140
BeesAndWasps,consumer1,T4_26,1,1,140
BeesAndWasps,consumer1,T4_27,2,2,140
BeesAndWasps,consumer1,T4_28,1,1,140
BeesAndWasps,consumer1,T4_29,1,1,140
BeesAndWasps,consumer1,T4_35,0,0,140
BeesAndWasps,consumer1,T4_36,0,0,140
BeesAndWasps,consumer1,T4_37,2,3,140
BeesAndWasps,consumer1,T4_38,3,4,140
BeesAndWasps,consumer1,T4_39,0,0,140
BeesAndWasps,consumer1,T4_4,1,1,140
BeesAndWasps,consumer1,T4_40,0,0,140
BeesAndWasps,consumer1,T4_41,1,1,140
BeesAndWasps,consumer1,T4_42,0,0,140
BeesAndWasps,consumer1,T4_43,1,1,140
BeesAndWasps,consumer1,T4_44,2,2,140
BeesAndWasps,consumer1,T4_45,0,0,140
BeesAndWasps,consumer1,T4_46,1,1,140
BeesAndWasps,consumer1,T4_47,1,1,140
BeesAndWasps,consumer1,T4_48,0,0,140
BeesAndWasps,consumer1,T4_49,1,1,140
BeesAndWasps,consumer1,T4_50,2,2,140
BeesAndWasps,consumer1,T4_51,5,9,140
BeesAndWasps,consumer1,T4_53,0,0,140
BeesAndWasps,consumer1,T4_54,8,19,140
BeesAndWasps,consumer1,T4_59,2,3,140
BeesAndWasps,consumer1,T4_62,0,0,140
BeesAndWasps,consumer1,T4_64,1,2,140
BeesAndWasps,consumer1,T4_65,5,10,140
BeesAndWasps,consumer1,T4_7,1,1,140
BeesAndWasps,consumer1,T4_70,8,18,140
BeesAndWasps,consumer1,T4_71,5,49,140
BeesAndWasps,consumer1,T4_72,3,3,140
BeesAndWasps,consumer1,T4_73,3,4,140
BeesAndWasps,consumer1,T4_74,3,10,140
BeesAndWasps,consumer1,T4_75,1,1,140
BeesAndWasps,consumer1,T4_76,2,5,140
BeesAndWasps,consumer1,T4_77,1,1,140
BeesAndWasps,consumer1,T4_78,9,17,140
BeesAndWasps,consumer1,T4_79,4,10,140
BeesAndWasps,consumer1,T4_8,1,3,140
BeesAndWasps,consumer1,T4_80,5,19,140
BeesAndWasps,consumer1,T4_81,6,10,140
BeesAndWasps,consumer1,T4_82,9,17,140
BeesAndWasps,consumer1,T4_83,7,11,140
BeesAndWasps,consumer1,T4_84,7,13,140
BeesAndWasps,consumer1,T4_9,0,0,140
BeesAndWasps,consumer1,TS_1,12,79,140
BeesAndWasps,consumer1,TS_2,2,2,140
BeesAndWasps,consumer1,TS_3,3,3,140
BeesAndWasps,consumer1,TS_4,3,5,140
BeesAndWasps,consumer1,TS_5,7,12,140
Beetles,saproxylic_organism,T1_1,23,82,264
Beetles,saproxylic_organism,T1_2,35,234,264
Beetles,saproxylic_organism,T1_27,25,237,264
Beetles,saproxylic_organism,T1_29,28,67,264
Beetles,saproxylic_organism,T1_3,22,55,264
Beetles,saproxylic_organism,T1_30,33,103,264
Beetles,saproxylic_organism,T1_34,22,123,264
Beetles,saproxylic_organism,T1_38,24,105,264
Beetles,saproxylic_organism,T1_39,19,101,264
Beetles,saproxylic_organism,T1_4,16,40,264
Beetles,saproxylic_organism,T1_40,26,123,264
Beetles,saproxylic_organism,T1_42,26,83,264
Beetles,saproxylic_organism,T1_49,17,33,264
Beetles,saproxylic_organism,T1_5,11,21,264
Beetles,saproxylic_organism,T1_50,16,43,264
Beetles,saproxylic_organism,T1_51,20,67,264
Beetles,saproxylic_organism,T1_52,26,49,264
Beetles,saproxylic_organism,T1_53,24,62,264
Beetles,saproxylic_organism,T1_54,20,50,264
Beetles,saproxylic_organism,T1_55,12,18,264
Beetles,saproxylic_organism,T1_56,12,28,264
Beetles,saproxylic_organism,T1_57,15,20,264
Beetles,saproxylic_organism,T1_58,18,27,264
Beetles,saproxylic_organism,T1_59,23,61,264
Beetles,saproxylic_organism,T1_60,22,46,264
Beetles,saproxylic_organism,T1_61,29,99,264
Beetles,saproxylic_organism,T1_62,19,59,264
Beetles,saproxylic_organism,T1_63,17,103,264
Beetles,saproxylic_organism,T1_64,17,76,264
Beetles,saproxylic_organism,T1_65,19,158,264
Beetles,saproxylic_organism,T1_66,16,127,264
Beetles,saproxylic_organism,T1_8,17,49,264
Beetles,saproxylic_organism,T1_9,27,57,264
Beetles,saproxylic_organism,T2_2,13,16,264
Beetles,saproxylic_organism,T2_23,18,53,264
Beetles,saproxylic_organism,T2_25,27,62,264
Beetles,saproxylic_organism,T2_27,29,153,264
Beetles,saproxylic_organism,T2_3,16,31,264
Beetles,saproxylic_organism,T2_34,0,0,264
Beetles,saproxylic_organism,T2_35,23,44,264
Beetles,saproxylic_organism,T2_36,22,51,264
Beetles,saproxylic_organism,T2_37,16,20,264
Beetles,saproxylic_organism,T2_38,3,6,264
Beetles,saproxylic_organism,T2_39,17,23,264
Beetles,saproxylic_organism,T2_4,15,31,264
Beetles,saproxylic_organism,T2_40,7,10,264
Beetles,saproxylic_organism,T2_41,18,31,264
Beetles,saproxylic_organism,T2_42,17,28,264
Beetles,saproxylic_organism,T2_44,9,18,264
Beetles,saproxylic_organism,T2_45,13,16,264
Beetles,saproxylic_organism,T2_46,8,20,264
Beetles,saproxylic_organism,T2_47,17,37,264
Beetles,saproxylic_organism,T2_48,16,37,264
Beetles,saproxylic_organism,T2_49,16,91,264
Beetles,saproxylic_organism,T2_50,10,20,264
Beetles,saproxylic_organism,T2_51,12,25,264
Beetles,saproxylic_organism,T2_52,15,24,264
Beetles,saproxylic_organism,T2_53,24,60,264
Beetles,saproxylic_organism,T2_54,17,26,264
Beetles,saproxylic_organism,T2_55,23,36,264
Beetles,saproxylic_organism,T2_56,23,123,264
Beetles,saproxylic_organism,T2_58,6,8,264
Beetles,saproxylic_organism,T2_59,12,59,264
Beetles,saproxylic_organism,T2_60,14,118,264
Beetles,saproxylic_organism,T2_65,10,25,264
Beetles,saproxylic_organism,T2_66,17,83,264
Beetles,saproxylic_organism,T2_67,17,420,264
Beetles,saproxylic_organism,T2_68,0,0,264
Beetles,saproxylic_organism,T2_69,16,58,264
Beetles,saproxylic_organism,T2_70,27,82,264
Beetles,saproxylic_organism,T2_71,22,80,264
Beetles,saproxylic_organism,T2_73,22,108,264
Beetles,saproxylic_organism,T2_74,14,51,264
Beetles,saproxylic_organism,T2_75,21,132,264
Beetles,saproxylic_organism,T2_78,23,56,264
Beetles,saproxylic_organism,T2_79,23,79,264
Beetles,saproxylic_organism,T2_81,25,77,264
Beetles,saproxylic_organism,T2_9,27,137,264
Beetles,saproxylic_organism,T3_1,13,28,264
Beetles,saproxylic_organism,T3_10,20,29,264
Beetles,saproxylic_organism,T3_12,12,24,264
Beetles,saproxylic_organism,T3_16,27,84,264
Beetles,saproxylic_organism,T3_17,20,46,264
Beetles,saproxylic_organism,T3_20,14,26,264
Beetles,saproxylic_organism,T3_22,10,17,264
Beetles,saproxylic_organism,T3_23,9,21,264
Beetles,saproxylic_organism,T3_24,7,9,264
Beetles,saproxylic_organism,T3_25,10,16,264
Beetles,saproxylic_organism,T3_26,9,23,264
Beetles,saproxylic_organism,T3_27,18,38,264
Beetles,saproxylic_organism,T3_28,17,36,264
Beetles,saproxylic_organism,T3_29,12,31,264
Beetles,saproxylic_organism,T3_3,14,33,264
Beetles,saproxylic_organism,T3_30,18,28,264
Beetles,saproxylic_organism,T3_31,14,32,264
Beetles,saproxylic_organism,T3_32,12,24,264
Beetles,saproxylic_organism,T3_33,18,44,264
Beetles,saproxylic_organism,T3_36,20,38,264
Beetles,saproxylic_organism,T3_37,16,60,264
Beetles,saproxylic_organism,T3_38,8,22,264
Beetles,saproxylic_organism,T3_39,14,33,264
Beetles,saproxylic_organism,T3_4,0,0,264
Beetles,saproxylic_organism,T3_40,20,47,264
Beetles,saproxylic_organism,T3_42,17,37,264
Beetles,saproxylic_organism,T3_45,14,31,264
Beetles,saproxylic_organism,T3_46,21,39,264
Beetles,saproxylic_organism,T3_47,24,57,264
Beetles,saproxylic_organism,T3_48,14,36,264
Beetles,saproxylic_organism,T3_49,21,67,264
Beetles,saproxylic_organism,T3_5,20,51,264
Beetles,saproxylic_organism,T3_50,17,63,264
Beetles,saproxylic_organism,T3_51,18,57,264
Beetles,saproxylic_organism,T3_52,25,61,264
Beetles,saproxylic_organism,T3_53,19,82,264
Beetles,saproxylic_organism,T3_54,25,55,264
Beetles,saproxylic_organism,T3_55,15,25,264
Beetles,saproxylic_organism,T3_56,13,25,264
Beetles,saproxylic_organism,T3_57,14,56,264
Beetles,saproxylic_organism,T3_6,19,58,264
Beetles,saproxylic_organism,T3_9,21,40,264
Beetles,saproxylic_organism,T4_10,17,28,264
Beetles,saproxylic_organism,T4_14,10,21,264
Beetles,saproxylic_organism,T4_20,0,0,264
Beetles,saproxylic_organism,T4_21,8,36,264
Beetles,saproxylic_organism,T4_22,11,19,264
Beetles,saproxylic_organism,T4_23,19,44,264
Beetles,saproxylic_organism,T4_24,9,21,264
Beetles,saproxylic_organism,T4_26,12,24,264
Beetles,saproxylic_organism,T4_27,11,19,264
Beetles,saproxylic_organism,T4_28,11,22,264
Beetles,saproxylic_organism,T4_29,15,28,264
Beetles,saproxylic_organism,T4_35,13,19,264
Beetles,saproxylic_organism,T4_36,20,41,264
Beetles,saproxylic_organism,T4_37,13,26,264
Beetles,saproxylic_organism,T4_38,21,27,264
Beetles,saproxylic_organism,T4_39,13,16,264
Beetles,saproxylic_organism,T4_4,12,39,264
Beetles,saproxylic_organism,T4_40,12,21,264
Beetles,saproxylic_organism,T4_41,10,13,264
Beetles,saproxylic_organism,T4_42,11,12,264
Beetles,saproxylic_organism,T4_43,21,31,264
Beetles,saproxylic_organism,T4_44,11,19,264
Beetles,saproxylic_organism,T4_45,17,22,264
Beetles,saproxylic_organism,T4_46,8,10,264
Beetles,saproxylic_organism,T4_47,12,15,264
Beetles,saproxylic_organism,T4_48,11,15,264
Beetles,saproxylic_organism,T4_49,15,37,264
Beetles,saproxylic_organism,T4_50,20,114,264
Beetles,saproxylic_organism,T4_51,27,172,264
Beetles,saproxylic_organism,T4_53,25,51,264
Beetles,saproxylic_organism,T4_54,32,80,264
Beetles,saproxylic_organism,T4_59,12,26,264
Beetles,saproxylic_organism,T4_62,7,9,264
Beetles,saproxylic_organism,T4_64,10,19,264
Beetles,saproxylic_organism,T4_65,20,50,264
Beetles,saproxylic_organism,T4_7,15,32,264
Beetles,saproxylic_organism,T4_70,17,81,264
Beetles,saproxylic_organism,T4_71,16,40,264
Beetles,saproxylic_organism,T4_72,17,55,264
Beetles,saproxylic_organism,T4_73,20,34,264
Beetles,saproxylic_organism,T4_74,15,56,264
Beetles,saproxylic_organism,T4_75,4,9,264
Beetles,saproxylic_organism,T4_76,12,42,264
Beetles,saproxylic_organism,T4_77,14,30,264
Beetles,saproxylic_organism,T4_78,9,24,264
Beetles,saproxylic_organism,T4_79,11,20,264
Beetles,saproxylic_organism,T4_8,28,67,264
Beetles,saproxylic_organism,T4_80,13,25,264
Beetles,saproxylic_organism,T4_81,6,23,264
Beetles,saproxylic_organism,T4_82,13,27,264
Beetles,saproxylic_organism,T4_83,10,27,264
Beetles,saproxylic_organism,T4_84,11,33,264
Beetles,saproxylic_organism,T4_9,15,31,264
Beetles,saproxylic_organism,TS_1,17,40,264
Beetles,saproxylic_organism,TS_2,16,21,264
Beetles,saproxylic_organism,TS_3,12,18,264
Beetles,saproxylic_organism,TS_4,18,23,264
Beetles,saproxylic_organism,TS_5,12,13,264
Fungi,saproxylic_organism,T1_1,17,27,269
Fungi,saproxylic_organism,T1_10,22,43,269
Fungi,saproxylic_organism,T1_11,18,35,269
Fungi,saproxylic_organism,T1_12,21,39,269
Fungi,saproxylic_organism,T1_13,22,39,269
Fungi,saproxylic_organism,T1_14,14,28,269
Fungi,saproxylic_organism,T1_15,22,41,269
Fungi,saproxylic_organism,T1_16,23,35,269
Fungi,saproxylic_organism,T1_17,16,26,269
Fungi,saproxylic_organism,T1_18,14,22,269
Fungi,saproxylic_organism,T1_19,21,43,269
Fungi,saproxylic_organism,T1_2,10,24,269
Fungi,saproxylic_organism,T1_20,30,61,269
Fungi,saproxylic_organism,T1_21,32,75,269
Fungi,saproxylic_organism,T1_22,26,46,269
Fungi,saproxylic_organism,T1_23,16,40,269
Fungi,saproxylic_organism,T1_24,29,49,269
Fungi,saproxylic_organism,T1_25,21,48,269
Fungi,saproxylic_organism,T1_26,12,38,269
Fungi,saproxylic_organism,T1_27,14,25,269
Fungi,saproxylic_organism,T1_28,22,41,269
Fungi,saproxylic_organism,T1_29,18,48,269
Fungi,saproxylic_organism,T1_3,14,23,269
Fungi,saproxylic_organism,T1_30,24,45,269
Fungi,saproxylic_organism,T1_31,16,40,269
Fungi,saproxylic_organism,T1_32,18,50,269
Fungi,saproxylic_organism,T1_33,10,48,269
Fungi,saproxylic_organism,T1_34,13,35,269
Fungi,saproxylic_organism,T1_35,20,41,269
Fungi,saproxylic_organism,T1_36,16,47,269
Fungi,saproxylic_organism,T1_37,14,38,269
Fungi,saproxylic_organism,T1_38,15,40,269
Fungi,saproxylic_organism,T1_39,15,32,269
Fungi,saproxylic_organism,T1_4,16,34,269
Fungi,saproxylic_organism,T1_40,16,35,269
Fungi,saproxylic_organism,T1_41,16,41,269
Fungi,saproxylic_organism,T1_42,22,39,269
Fungi,saproxylic_organism,T1_43,15,43,269
Fungi,saproxylic_organism,T1_44,26,54,269
Fungi,saproxylic_organism,T1_45,36,61,269
Fungi,saproxylic_organism,T1_46,26,50,269
Fungi,saproxylic_organism,T1_47,20,51,269
Fungi,saproxylic_organism,T1_48,27,54,269
Fungi,saproxylic_organism,T1_49,33,59,269
Fungi,saproxylic_organism,T1_5,21,45,269
Fungi,saproxylic_organism,T1_50,22,35,269
Fungi,saproxylic_organism,T1_51,22,40,269
Fungi,saproxylic_organism,T1_52,22,43,269
Fungi,saproxylic_organism,T1_53,29,43,269
Fungi,saproxylic_organism,T1_54,25,43,269
Fungi,saproxylic_organism,T1_55,20,41,269
Fungi,saproxylic_organism,T1_56,15,33,269
Fungi,saproxylic_organism,T1_57,15,26,269
Fungi,saproxylic_organism,T1_58,18,33,269
Fungi,saproxylic_organism,T1_59,19,48,269
Fungi,saproxylic_organism,T1_6,24,43,269
Fungi,saproxylic_organism,T1_60,20,34,269
Fungi,saproxylic_organism,T1_61,16,42,269
Fungi,saproxylic_organism,T1_62,20,38,269
Fungi,saproxylic_organism,T1_63,17,36,269
Fungi,saproxylic_organism,T1_64,18,41,269
Fungi,saproxylic_organism,T1_65,14,37,269
Fungi,saproxylic_organism,T1_66,11,37,269
Fungi,saproxylic_organism,T1_7,22,38,269
Fungi,saproxylic_organism,T1_8,21,47,269
Fungi,saproxylic_organism,T1_9,29,53,269
Fungi,saproxylic_organism,T2_1,26,48,269
Fungi,saproxylic_organism,T2_10,26,46,269
Fungi,saproxylic_organism,T2_11,20,25,269
Fungi,saproxylic_organism,T2_12,20,43,269
Fungi,saproxylic_organism,T2_13,21,41,269
Fungi,saproxylic_organism,T2_14,25,40,269
Fungi,saproxylic_organism,T2_15,19,33,269
Fungi,saproxylic_organism,T2_16,18,27,269
Fungi,saproxylic_organism,T2_17,12,19,269
Fungi,saproxylic_organism,T2_18,27,46,269
Fungi,saproxylic_organism,T2_19,25,37,269
Fungi,saproxylic_organism,T2_2,20,42,269
Fungi,saproxylic_organism,T2_20,24,49,269
Fungi,saproxylic_organism,T2_21,27,45,269
Fungi,saproxylic_organism,T2_22,19,28,269
Fungi,saproxylic_organism,T2_23,14,24,269
Fungi,saproxylic_organism,T2_24,15,29,269
Fungi,saproxylic_organism,T2_25,12,28,269
Fungi,saproxylic_organism,T2_26,14,38,269
Fungi,saproxylic_organism,T2_27,19,36,269
Fungi,saproxylic_organism,T2_28,27,48,269
Fungi,saproxylic_organism,T2_29,21,32,269
Fungi,saproxylic_organism,T2_3,22,40,269
Fungi,saproxylic_organism,T2_30,24,41,269
Fungi,saproxylic_organism,T2_31,28,53,269
Fungi,saproxylic_organism,T2_32,24,36,269
Fungi,saproxylic_organism,T2_33,27,42,269
Fungi,saproxylic_organism,T2_34,21,35,269
Fungi,saproxylic_organism,T2_35,17,29,269
Fungi,saproxylic_organism,T2_36,18,36,269
Fungi,saproxylic_organism,T2_37,18,26,269
Fungi,saproxylic_organism,T2_38,17,23,269
Fungi,saproxylic_organism,T2_39,13,27,269
Fungi,saproxylic_organism,T2_4,22,41,269
Fungi,saproxylic_organism,T2_40,20,32,269
Fungi,saproxylic_organism,T2_41,15,21,269
Fungi,saproxylic_organism,T2_42,17,30,269
Fungi,saproxylic_organism,T2_43,18,24,269
Fungi,saproxylic_organism,T2_44,18,34,269
Fungi,saproxylic_organism,T2_45,21,27,269
Fungi,saproxylic_organism,T2_46,19,29,269
Fungi,saproxylic_organism,T2_47,21,46,269
Fungi,saproxylic_organism,T2_48,15,25,269
Fungi,saproxylic_organism,T2_49,16,37,269
Fungi,saproxylic_organism,T2_5,19,42,269
Fungi,saproxylic_organism,T2_50,18,43,269
Fungi,saproxylic_organism,T2_51,21,43,269
Fungi,saproxylic_organism,T2_52,21,41,269
Fungi,saproxylic_organism,T2_53,15,34,269
Fungi,saproxylic_organism,T2_54,17,48,269
Fungi,saproxylic_organism,T2_55,14,37,269
Fungi,saproxylic_organism,T2_56,13,29,269
Fungi,saproxylic_organism,T2_57,13,27,269
Fungi,saproxylic_organism,T2_58,10,28,269
Fungi,saproxylic_organism,T2_59,11,33,269
Fungi,saproxylic_organism,T2_6,20,34,269
Fungi,saproxylic_organism,T2_60,16,41,269
Fungi,saproxylic_organism,T2_61,12,36,269
Fungi,saproxylic_organism,T2_62,19,38,269
Fungi,saproxylic_organism,T2_63,14,17,269
Fungi,saproxylic_organism,T2_64,11,31,269
Fungi,saproxylic_organism,T2_65,5,22,269
Fungi,saproxylic_organism,T2_66,10,27,269
Fungi,saproxylic_organism,T2_67,13,35,269
Fungi,saproxylic_organism,T2_68,14,47,269
Fungi,saproxylic_organism,T2_69,9,32,269
Fungi,saproxylic_organism,T2_7,21,37,269
Fungi,saproxylic_organism,T2_70,10,35,269
Fungi,saproxylic_organism,T2_71,12,42,269
Fungi,saproxylic_organism,T2_72,10,26,269
Fungi,saproxylic_organism,T2_73,14,43,269
Fungi,saproxylic_organism,T2_74,12,36,269
Fungi,saproxylic_organism,T2_75,9,28,269
Fungi,saproxylic_organism,T2_76,12,34,269
Fungi,saproxylic_organism,T2_77,12,40,269
Fungi,saproxylic_organism,T2_78,15,36,269
Fungi,saproxylic_organism,T2_79,11,39,269
Fungi,saproxylic_organism,T2_8,26,40,269
Fungi,saproxylic_organism,T2_80,13,42,269
Fungi,saproxylic_organism,T2_81,13,32,269
Fungi,saproxylic_organism,T2_9,20,35,269
Fungi,saproxylic_organism,T3_1,19,32,269
Fungi,saproxylic_organism,T3_10,27,50,269
Fungi,saproxylic_organism,T3_11,23,40,269
Fungi,saproxylic_organism,T3_12,28,44,269
Fungi,saproxylic_organism,T3_13,24,37,269
Fungi,saproxylic_organism,T3_14,23,41,269
Fungi,saproxylic_organism,T3_15,18,21,269
Fungi,saproxylic_organism,T3_16,19,34,269
Fungi,saproxylic_organism,T3_17,13,27,269
Fungi,saproxylic_organism,T3_18,18,28,269
Fungi,saproxylic_organism,T3_19,17,27,269
Fungi,saproxylic_organism,T3_2,21,41,269
Fungi,saproxylic_organism,T3_20,26,33,269
Fungi,saproxylic_organism,T3_21,20,35,269
Fungi,saproxylic_organism,T3_22,18,34,269
Fungi,saproxylic_organism,T3_23,26,42,269
Fungi,saproxylic_organism,T3_24,21,49,269
Fungi,saproxylic_organism,T3_25,25,31,269
Fungi,saproxylic_organism,T3_26,18,30,269
Fungi,saproxylic_organism,T3_27,18,36,269
Fungi,saproxylic_organism,T3_28,22,36,269
Fungi,saproxylic_organism,T3_29,26,48,269
Fungi,saproxylic_organism,T3_3,23,34,269
Fungi,saproxylic_organism,T3_30,26,37,269
Fungi,saproxylic_organism,T3_31,19,36,269
Fungi,saproxylic_organism,T3_32,23,38,269
Fungi,saproxylic_organism,T3_33,19,31,269
Fungi,saproxylic_organism,T3_36,22,48,269
Fungi,saproxylic_organism,T3_37,28,44,269
Fungi,saproxylic_organism,T3_38,19,44,269
Fungi,saproxylic_organism,T3_39,26,43,269
Fungi,saproxylic_organism,T3_4,16,30,269
Fungi,saproxylic_organism,T3_40,24,44,269
Fungi,saproxylic_organism,T3_41,14,26,269
Fungi,saproxylic_organism,T3_42,18,37,269
Fungi,saproxylic_organism,T3_43,23,47,269
Fungi,saproxylic_organism,T3_44,24,40,269
Fungi,saproxylic_organism,T3_45,20,44,269
Fungi,saproxylic_organism,T3_46,12,28,269
Fungi,saproxylic_organism,T3_47,18,48,269
Fungi,saproxylic_organism,T3_48,16,33,269
Fungi,saproxylic_organism,T3_49,24,44,269
Fungi,saproxylic_organism,T3_5,16,38,269
Fungi,saproxylic_organism,T3_50,22,48,269
Fungi,saproxylic_organism,T3_51,16,38,269
Fungi,saproxylic_organism,T3_52,12,36,269
Fungi,saproxylic_organism,T3_53,16,41,269
Fungi,saproxylic_organism,T3_54,14,39,269
Fungi,saproxylic_organism,T3_55,15,33,269
Fungi,saproxylic_organism,T3_56,10,35,269
Fungi,saproxylic_organism,T3_57,12,29,269
Fungi,saproxylic_organism,T3_6,19,35,269
Fungi,saproxylic_organism,T3_7,17,32,269
Fungi,saproxylic_organism,T3_8,24,47,269
Fungi,saproxylic_organism,T3_9,24,45,269
Fungi,saproxylic_organism,T4_1,19,42,269
Fungi,saproxylic_organism,T4_10,25,41,269
Fungi,saproxylic_organism,T4_11,19,44,269
Fungi,saproxylic_organism,T4_12,21,45,269
Fungi,saproxylic_organism,T4_14,24,42,269
Fungi,saproxylic_organism,T4_15,19,39,269
Fungi,saproxylic_organism,T4_16,22,46,269
Fungi,saproxylic_organism,T4_17,24,35,269
Fungi,saproxylic_organism,T4_18,20,35,269
