Quadrat.ID,Region,Age,Redox.potential,Relative.tidal.height,Spar,Sali,Suae,Atri,Aste,Limo,Pucc,Trig,Plan,Elyt
WALL_N_38,essex,NAT,303,0.83,0,0,0,1,0,0,1,0,1,0
WALL_N_39,essex,NAT,222,0.75,1,1,1,0,0,1,1,1,0,0
WALL_N_40,essex,NAT,240,0.75,0,1,0,0,1,1,1,1,0,0
WALL_N_41,essex,NAT,239,0.48,0,1,1,0,0,1,1,1,0,0
WALL_N_42,essex,NAT,186,0.52,0,1,0,0,0,1,1,1,0,0
WALL_N_43,essex,NAT,339,0.89,0,0,0,0,1,0,0,0,1,0
WALL_N_44,essex,NAT,253,0.54,0,0,0,1,1,0,1,1,0,0
WALL_N_45,essex,NAT,241,0.36,0,1,1,1,0,0,0,0,0,0
WALL_N_46,essex,NAT,326,0.76,0,0,0,1,0,0,1,0,1,0
Ware01,norfolk,NAT,253,0.71,0,0,1,1,1,0,1,0,0,0
Ware02,norfolk,NAT,195,0.91,0,1,1,1,0,1,1,1,1,0
Ware03,norfolk,NAT,255,0.88,0,1,0,0,0,1,1,1,0,0
Ware04,norfolk,NAT,246,0.87,0,1,0,0,0,1,1,1,0,0
Ware05,norfolk,NAT,248,0.84,0,1,0,0,0,1,1,1,0,0
Ware06,norfolk,NAT,203,0.82,0,1,0,0,0,1,1,1,0,0
Ware07,norfolk,NAT,233,0.84,0,1,0,1,1,1,1,0,0,0
Ware08,norfolk,NAT,284,0.84,0,1,0,0,0,0,0,0,0,0
Ware09,norfolk,NAT,270,0.81,0,1,0,0,0,0,0,0,0,0
Ware10,norfolk,NAT,231,0.86,0,1,1,1,0,1,1,1,0,0
Ware11,norfolk,NAT,342,0.81,0,0,0,1,0,1,1,0,0,0
Ware12,norfolk,NAT,285,0.85,0,0,0,1,1,0,1,0,0,0
Ware13,norfolk,NAT,289,0.84,0,1,0,0,0,0,0,0,0,0
Ware14,norfolk,NAT,312,0.88,0,1,0,0,0,1,1,1,0,0
Ware15,norfolk,NAT,334,0.88,0,0,1,1,0,1,0,0,1,0
Ware16,norfolk,NAT,359,0.85,0,0,1,1,1,1,1,1,1,0
Ware17,norfolk,NAT,327,0.89,0,0,1,1,1,1,1,1,1,0
Ware18,norfolk,NAT,-72,0.8,1,1,0,0,0,0,1,0,0,0
Ware19,norfolk,NAT,295,0.87,0,1,0,0,0,0,0,0,0,0
Ware20,norfolk,NAT,295,0.89,0,1,0,0,0,1,1,1,0,0
Ware21,norfolk,NAT,245,0.87,0,1,0,0,0,1,1,1,0,0
Ware22,norfolk,NAT,298,0.83,0,0,0,1,0,0,1,0,0,0
Ware23,norfolk,NAT,265,0.66,0,0,1,1,1,0,1,0,0,0
Ware25,norfolk,NAT,333,0.87,0,0,1,1,1,1,1,1,1,0
Ware26,norfolk,NAT,319,0.87,0,0,1,1,0,1,0,1,0,1
Ware27,norfolk,NAT,334,0.88,0,1,0,1,1,1,1,1,1,0
Ware28,norfolk,NAT,316,0.87,0,0,0,1,0,1,1,1,1,0
Ware29,norfolk,NAT,335,0.87,0,0,1,1,1,1,1,1,1,0
Ware30,norfolk,NAT,333,0.91,0,1,1,1,1,1,1,1,1,0
WELLS_01,norfolk,NAT,253,0.95,0,1,1,1,1,1,1,1,0,0
WELLS_02,norfolk,NAT,292,0.97,0,1,1,0,1,1,1,1,1,0
WELLS_03,norfolk,NAT,264,0.96,0,0,0,1,1,1,1,1,1,0
WELLS_04,norfolk,NAT,335,0.93,1,1,1,0,0,1,1,1,0,0
WELLS_05,norfolk,NAT,351,1.03,0,0,0,1,0,1,1,0,0,0
WELLS_06,norfolk,NAT,350,0.93,0,1,1,0,1,1,1,1,0,0
WELLS_07,norfolk,NAT,361,0.92,0,1,0,0,1,1,1,1,0,0
WELLS_08,norfolk,NAT,344,0.93,0,1,0,0,1,1,1,1,0,0
WELLS_09,norfolk,NAT,366,0.91,0,0,0,0,1,1,1,1,0,0
WELLS_10,norfolk,NAT,375,0.89,0,0,1,1,1,0,1,0,0,0
WELLS_11,norfolk,NAT,366,0.99,0,0,1,0,1,1,1,0,0,1
WELLS_12,norfolk,NAT,364,0.86,0,0,1,1,0,0,1,0,0,0
WELLS_13,norfolk,NAT,369,0.97,0,0,0,1,1,0,0,0,0,1
WELLS_14,norfolk,NAT,374,0.94,0,0,0,0,1,1,1,1,0,0
WELLS_15,norfolk,NAT,366,0.75,1,0,1,1,0,1,1,1,0,0
WELLS_16,norfolk,NAT,362,0.89,1,1,0,0,0,1,1,1,0,0
WELLS_17,norfolk,NAT,367,0.94,0,0,1,1,1,1,0,0,0,0
WELLS_18,norfolk,NAT,304,1.03,0,1,1,0,1,0,1,1,0,0
WELLS_19,norfolk,NAT,304,0.97,0,0,0,1,1,1,1,0,1,0
WELLS_20,norfolk,NAT,370,0.98,0,1,1,1,1,0,1,1,1,0
WELLS_21,norfolk,NAT,370,0.91,0,0,0,1,1,1,1,0,0,0
WELLS_22,norfolk,NAT,358,0.93,0,0,0,1,0,0,1,0,0,1
WELLS_23,norfolk,NAT,358,0.9,0,0,1,1,1,0,0,0,0,1
WELLS_24,norfolk,NAT,339,0.98,0,0,0,1,0,1,0,0,0,0
WELLS_25,norfolk,NAT,354,0.92,0,0,0,1,1,1,1,1,0,0
WELLS_26,norfolk,NAT,341,0.95,0,1,1,1,1,1,1,0,0,0
WELLS_27,norfolk,NAT,341,0.89,0,1,1,1,1,1,1,0,0,0
WELLS_28,norfolk,NAT,337,0.94,0,0,0,1,0,1,1,0,0,0
WELLS_29,norfolk,NAT,325,0.94,0,0,0,1,0,0,1,0,0,1
WELLS_30,norfolk,NAT,326,0.84,0,0,0,1,1,0,1,0,0,0
WELLS_31,norfolk,NAT,330,0.78,0,1,1,1,1,1,1,1,0,0
WELLS_32,norfolk,NAT,324,0.65,0,1,0,0,1,0,1,0,0,0
WELLS_33,norfolk,NAT,313,0.95,0,0,0,1,0,1,1,1,0,0
WELLS_34,norfolk,NAT,308,0.97,0,0,0,1,1,1,1,0,1,0
WELLS_35,norfolk,NAT,304,0.77,1,0,0,1,0,0,1,0,0,0
WELLS_36,norfolk,NAT,301,0.97,0,1,1,0,1,1,1,1,1,0
WELLS_37,norfolk,NAT,294,0.69,0,0,0,0,0,0,1,0,0,0
WELLS_38,norfolk,NAT,293,1.02,0,1,1,1,1,1,1,1,0,0
WELLS_39,norfolk,NAT,392,0.89,0,0,0,1,0,1,0,0,0,1
WELLS_40,norfolk,NAT,393,0.94,0,0,0,1,0,0,0,0,0,1
